Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Days Since First Order,lag_sales_1,lag_profit_1,rolling_sales_mean_3,rolling_profit_mean_3,cohort,churn
6882,CA-2015-137113,2015-12-01,2015-12-05,Second Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,1913.4,9,0.0,401.814,87,2003.92,125.245,1328.4266666666667,179.7639333333333,3,1
6885,CA-2015-120677,2015-05-31,2015-06-04,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,2567.84,8,0.0,770.352,0,18.84,6.0288,1026.505,254.09993333333333,0,0
6894,CA-2017-164756,2017-09-18,2017-09-22,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",20.32,4,0.0,6.9088,1030,21.12,6.5472,15.936,3.6362666666666663,34,1
6946,CA-2016-106243,2016-09-30,2016-10-04,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10011,East,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",523.92,5,0.2,-26.196,874,330.588,-115.7058,288.95266666666663,-45.48926666666667,28,1
6949,CA-2015-130365,2015-04-25,2015-04-29,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Illinois,60505,Central,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058,3,0.3,-23.7822,194,38.976,-50.6688,561.078,106.58699999999999,6,0
6951,CA-2017-143021,2017-11-19,2017-11-19,Same Day,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10011,East,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974,3,0.4,-29.3238,437,25.632,3.8448,93.182,-3.854599999999999,14,0
6993,CA-2015-109386,2015-11-08,2015-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,3,0.0,41.0388,129,382.116,-92.7996,325.69266666666664,-19.198466666666665,4,1
7002,CA-2015-104871,2015-03-30,2015-04-03,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Normal,Illinois,61761,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,0,124.36,27.3592,183.948,-22.493,0,1
7003,CA-2014-133158,2014-08-19,2014-08-21,Second Class,DW-13195,David Wiener,Corporate,United States,Los Angeles,California,90045,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.24,7,0.0,26.0316,0,177.225,-120.513,157.84433333333334,-32.43620000000001,0,0
7006,CA-2015-141740,2015-11-01,2015-11-05,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,New York City,New York,10009,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,205.164,2,0.1,13.6776,309,291.168,-14.5584,187.542,-34.9138,11,1
7007,CA-2014-119466,2014-12-15,2014-12-21,Standard Class,SP-20860,Sung Pak,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.476,0,6.16,2.9568,566.4853333333333,68.6916,0,1
7010,CA-2015-154823,2015-08-21,2015-08-25,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,25.984,1,0.2,-3.8976,0,598.458,-42.747,336.40333333333336,-54.025000000000006,0,0
7014,CA-2017-141201,2017-12-09,2017-12-11,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Salinas,California,93905,West,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148.257,3,0.15,15.6978,617,7.04,3.0976,56.76833333333334,2.2630000000000003,20,0
7022,CA-2014-124737,2014-08-23,2014-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Denver,Colorado,80219,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,4.224,3,0.2,1.2672,0,112.648,11.2648,319.93733333333336,57.56353333333334,0,1
7033,CA-2016-145548,2016-11-11,2016-11-16,Standard Class,EB-13750,Edward Becker,Corporate,United States,New York City,New York,10011,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",245.646,3,0.1,8.1882,610,1522.638,169.182,610.4946666666666,66.91806666666666,20,0
7036,CA-2017-119494,2017-11-09,2017-11-13,Standard Class,JE-15610,Jim Epp,Corporate,United States,San Diego,California,92105,West,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",523.392,3,0.2,52.3392,882,48.672,7.3008,565.3280000000001,-40.999,29,0
7044,US-2017-165358,2017-07-18,2017-07-23,Standard Class,SV-20365,Seth Vernon,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",198.744,4,0.3,-14.196,1284,2254.41,375.735,1780.4269999999997,323.75156666666663,42,1
7055,CA-2016-165330,2016-12-11,2016-12-11,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92,5,0.2,-31.843,768,573.728,-64.5444,326.98599999999993,-30.685466666666667,25,0
7058,CA-2016-165330,2016-12-11,2016-12-11,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,892.136,7,0.2,111.517,768,363.92,-31.843,609.928,5.043199999999999,25,0
7081,CA-2016-106950,2016-09-02,2016-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,472.518,3,0.4,-149.6307,56,1747.25,629.01,972.7066666666666,177.25189999999998,2,1
7105,CA-2017-128944,2017-06-19,2017-06-21,Second Class,KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,760.116,6,0.3,-43.4352,357,539.658,-7.7094,480.1946666666666,-3.9059333333333335,12,0
7106,CA-2017-128944,2017-06-19,2017-06-21,Second Class,KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055,East,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,38.784,3,0.2,7.272,357,760.116,-43.4352,446.186,-14.6242,12,0
7115,US-2016-102239,2016-05-05,2016-05-06,First Class,LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada,89015,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,1685.88,6,0.0,320.3172,0,300.904,11.2839,672.9226666666667,111.20003333333334,0,0
7123,CA-2017-166926,2017-12-01,2017-12-08,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Seattle,Washington,98105,West,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",141.96,2,0.0,41.1684,782,14.136,4.2408,172.62,37.91413333333333,26,0
7124,CA-2015-128013,2015-08-09,2015-08-16,Standard Class,MF-18250,Monica Federle,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02,3,0.0,4.4088,328,103.936,16.8896,52.362,13.137666666666668,11,1
7129,US-2016-117541,2016-11-14,2016-11-20,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Newark,Delaware,19711,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,19.92,4,0.0,6.5736,804,54.92,19.7712,33.333333333333336,12.304,26,1
7134,CA-2017-141439,2017-11-26,2017-12-01,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856,267,257.94,67.0644,129.63333333333333,-0.22499999999999787,8,0
7136,CA-2017-141439,2017-11-26,2017-12-01,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,828.6,3,0.0,240.294,267,27.46,9.8856,371.3333333333333,105.748,8,0
7168,CA-2014-117464,2014-07-22,2014-07-24,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3,0.2,71.772,31,6.16,2.9568,256.97333333333336,31.0248,1,1
7170,CA-2014-117464,2014-07-22,2014-07-24,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,170.352,3,0.2,19.1646,31,717.72,71.772,298.07733333333334,31.297799999999995,1,1
7171,US-2017-168613,2017-10-08,2017-10-14,Standard Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,145.764,2,0.1,3.2392,1297,572.16,35.76,681.228,62.71573333333333,43,0
7184,CA-2017-128853,2017-04-21,2017-04-23,First Class,JM-15250,Janet Martin,Consumer,United States,Baltimore,Maryland,21215,East,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",908.82,9,0.0,227.205,388,418.296,5.2287,580.372,118.8779,13,0
7188,CA-2017-133102,2017-08-17,2017-08-24,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,16.784,2,0.6,-22.2388,654,74.592,-2.1312,45.34866666666667,-4.103033333333333,21,1
7202,CA-2016-104276,2016-11-27,2016-12-03,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,331.023,7,0.45,-114.3534,916,14.76,4.2804,230.24099999999999,-26.3428,30,1
7234,CA-2016-137337,2016-03-08,2016-03-12,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,10011,East,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,113.6,8,0.0,44.304,270,1690.04,422.51,615.6453333333333,157.04786666666666,9,1
7241,CA-2017-136651,2017-04-23,2017-04-25,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",66.36,7,0.0,26.544,548,842.352,42.1176,366.89333333333326,28.486266666666666,18,1
7243,CA-2017-136651,2017-04-23,2017-04-25,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,2,0.0,7.9662,548,66.36,26.544,310.9506666666667,25.542599999999997,18,1
7244,CA-2017-118892,2017-08-17,2017-08-22,Second Class,TP-21415,Tom Prescott,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,4416.174,9,0.3,-630.882,628,322.59,64.518,1631.7122666666667,-206.41826666666665,21,1
7255,CA-2016-152730,2016-05-30,2016-06-04,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Superior,Wisconsin,54880,Central,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",47.4,5,0.0,21.33,0,113.568,-5.6784,91.61866666666667,8.538933333333333,0,0
7266,US-2014-143721,2014-11-23,2014-11-26,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Houston,Texas,77095,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,155.372,2,0.3,-35.5136,0,79.974,-29.3238,237.942,-5.663133333333332,0,0
7270,CA-2016-133368,2016-01-14,2016-01-20,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,North Carolina,28027,South,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,315.776,8,0.2,31.5776,252,244.006,-31.3722,985.3492000000001,-105.64913333333334,8,1
7271,CA-2016-123337,2016-09-16,2016-09-22,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",273.666,2,0.15,-12.8784,313,14.52,5.6628,98.11533333333334,-1.7481333333333329,10,1
7285,CA-2017-169439,2017-09-09,2017-09-13,Standard Class,LC-17140,Logan Currie,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,2,0.2,-9.0904,1096,17.472,5.0232,123.32133333333333,26.32766666666667,36,1
7288,CA-2016-149965,2016-06-20,2016-06-25,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0.0,23.6529,778,9.96,3.2868,318.251,68.1201,25,1
7295,CA-2015-148964,2015-05-26,2015-05-31,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Bellevue,Washington,98006,West,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,1,0.0,7.8936,197,127.95,21.7515,67.13000000000001,14.847033333333336,6,1
7299,CA-2014-163468,2014-11-18,2014-11-21,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,292.1,4,0.5,-175.26,0,239.666,14.098,480.49533333333335,-71.04866666666666,0,1
7300,CA-2014-163468,2014-11-18,2014-11-21,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.476,0,292.1,-175.26,180.10333333333335,-56.21266666666666,0,1
7301,CA-2014-163468,2014-11-18,2014-11-21,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,424.116,6,0.3,-30.294,0,8.544,-7.476,241.58666666666667,-71.01,0,1
7308,CA-2016-144092,2016-11-05,2016-11-07,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652,694,9.24,4.4352,45.22266666666667,6.3049333333333335,23,1
7324,US-2017-126053,2017-12-05,2017-12-08,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,1276,60.312,5.2773,229.2746666666667,29.793633333333332,42,0
7328,US-2014-131275,2014-03-18,2014-03-24,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,111.0,2,0.0,14.43,0,27.58,11.5836,53.593333333333334,11.7052,0,0
7334,CA-2015-125563,2015-04-11,2015-04-17,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,67.36,2,0.2,10.104,218,31.984,1.999,222.69066666666663,13.513133333333334,7,1
7335,CA-2015-125563,2015-04-11,2015-04-17,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",54.528,3,0.2,14.3136,218,67.36,10.104,51.29066666666666,8.805533333333333,7,1
7337,CA-2015-113152,2015-12-25,2015-12-30,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",449.568,2,0.2,56.196,382,603.92,45.294,417.82266666666663,46.4954,12,0
7339,CA-2014-163412,2014-12-20,2014-12-23,Second Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192.186,3,0.1,36.3018,82,67.176,-20.1528,222.87800000000001,-21.901799999999998,3,0
7341,CA-2014-116190,2014-07-26,2014-08-01,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",67.88,2,0.0,18.3276,0,163.136,20.392,425.2153333333334,-85.75296666666667,0,1
7343,CA-2014-116190,2014-07-26,2014-08-01,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",25.71,3,0.0,9.2556,0,67.88,18.3276,85.57533333333333,15.991733333333334,0,1
7345,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875,6,0.45,-420.0,164,19.52,5.368,309.9823333333333,-139.10853333333333,6,0
7348,CA-2017-168389,2017-12-11,2017-12-17,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",64.784,1,0.2,-12.147,164,721.875,-420.0,268.72633333333334,-142.25966666666667,6,0
7362,CA-2016-163594,2016-04-12,2016-04-14,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.352,3,0.2,-36.441,0,220.96,24.858,152.64533333333335,-2.4401999999999995,0,1
7368,CA-2016-127243,2016-11-28,2016-12-04,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843,477,586.398,34.494,379.84426666666667,-8.8614,15,1
7390,CA-2017-108035,2017-11-29,2017-12-03,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",390.368,2,0.2,48.796,1291,2404.704,150.294,981.4346666666667,67.60693333333333,42,0
7391,CA-2017-108035,2017-11-29,2017-12-03,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",101.52,5,0.2,19.035,1291,390.368,48.796,965.5306666666667,72.70833333333333,42,0
7396,CA-2016-110975,2016-12-25,2016-12-30,Standard Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10024,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.176,2,0.4,-120.0508,774,253.764,31.0156,211.6444,-34.0113,25,1
7397,CA-2016-110975,2016-12-25,2016-12-30,Standard Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,866.646,3,0.1,173.3292,774,313.176,-120.0508,477.8619999999999,28.09799999999999,25,1
7404,CA-2015-100146,2015-05-14,2015-05-19,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.9575,5,0.15,41.9965,6,14.82,6.2244,177.70983333333334,16.49123333333333,0,1
7405,CA-2015-100146,2015-05-14,2015-05-19,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,122.91,3,0.0,34.4148,6,509.9575,41.9965,215.89583333333334,27.54523333333333,0,1
7406,CA-2015-100146,2015-05-14,2015-05-19,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,0.2,-6.098,6,122.91,34.4148,243.47849999999997,23.43776666666666,0,1
7407,CA-2015-100146,2015-05-14,2015-05-19,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",722.352,3,0.2,81.2646,6,97.568,-6.098,314.27666666666664,36.52713333333333,0,1
7409,CA-2016-129728,2016-05-30,2016-06-06,Standard Class,JG-15310,Jason Gross,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,167.84,8,0.0,11.7488,88,340.704,-34.0704,357.32466666666664,-26.22153333333333,2,0
7410,CA-2014-121769,2014-04-08,2014-04-12,Standard Class,JS-15880,John Stevenson,Consumer,United States,Toledo,Ohio,43615,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,172.11,1,0.4,-94.6605,0,241.332,-14.196,677.2706666666667,82.39496666666668,0,1
7414,CA-2017-121125,2017-05-30,2017-06-03,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,13.592,1,0.2,-0.3398,883,8.736,-4.8048,57.76933333333333,12.879866666666667,29,1
7415,US-2016-114013,2016-03-13,2016-03-15,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,386.68,2,0.3,-5.524,267,718.116,-71.8116,454.1453333333333,7.714666666666669,9,0
7425,CA-2017-135069,2017-04-10,2017-04-14,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",36.672,3,0.2,6.4176,981,68.46,20.538,75.266,15.1368,32,0
7426,CA-2016-101693,2016-06-25,2016-06-27,Second Class,LC-17140,Logan Currie,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",85.246,2,0.3,-6.089,655,66.112,-9.0904,56.276666666666664,-3.3854,21,1
7427,CA-2016-101693,2016-06-25,2016-06-27,Second Class,LC-17140,Logan Currie,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,32.712,2,0.6,-26.1696,655,85.246,-6.089,61.35666666666666,-13.783000000000001,21,1
7439,CA-2015-145457,2015-03-24,2015-03-27,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Covington,Washington,98042,West,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",46.9,5,0.0,13.132,0,212.94,53.235,165.99733333333333,51.89133333333333,0,0
7441,US-2017-163657,2017-09-02,2017-09-06,Standard Class,JL-15235,Janet Lee,Consumer,United States,Los Angeles,California,90049,West,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,236.528,2,0.2,-2.9566,1196,681.408,42.588,315.752,5.147466666666667,40,1
7449,CA-2017-115448,2017-11-11,2017-11-14,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Knoxville,Tennessee,37918,South,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",88.92,5,0.2,14.4495,1222,63.882,10.647,238.12333333333333,17.724966666666667,40,0
7451,CA-2017-105669,2017-09-17,2017-09-22,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,77036,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.333,365,419.136,-57.6312,283.81800000000004,-41.666333333333334,12,1
7460,CA-2015-137974,2015-04-16,2015-04-18,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,523.26,9,0.0,125.5824,352,1196.86,119.686,579.1933333333333,83.73493333333334,12,1
7475,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2573.82,9,0.0,746.4078,0,844.116,-36.1764,1145.8986666666667,239.51019999999997,0,0
7484,CA-2014-129938,2014-12-15,2014-12-17,Second Class,EB-13705,Ed Braxton,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",445.802,7,0.3,-108.2662,160,22.38,-7.833,323.5566666666667,-68.01153333333333,5,0
7491,CA-2015-108672,2015-09-10,2015-09-16,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",106.68,6,0.0,33.0708,213,289.568,10.8588,137.24533333333332,15.869333333333332,7,1
7512,US-2017-161935,2017-07-14,2017-07-18,Standard Class,JL-15835,John Lee,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,5,0.2,148.845,1103,86.26,29.3284,231.76999999999998,64.34083333333334,36,1
7526,CA-2014-125731,2014-09-10,2014-09-16,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Gresham,Oregon,97030,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.04,5,0.2,148.704,60,1805.88,523.7052,1138.6853333333333,228.754,2,1
7532,CA-2016-107146,2016-06-17,2016-06-19,First Class,LC-16885,Lena Creighton,Consumer,United States,Longmont,Colorado,80501,West,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",266.352,3,0.2,-13.3176,210,974.988,-97.4988,604.5,-25.0188,7,0
